"","description","cluster","Matching.Attribute","ID","shared.name","Family","Class","ABI3VP1_DD","MYBrelated_DD","MYB_DD","CPP_DD","C2C2dof_DD","ZFHD_DD","ARID_DD","Trihelix_DD","NAC_DD","WRKY_DD","C2C2YABBY_DD","ND_DD","Homeobox_DD","BZR_DD","TCP_DD","AP2EREBP_DD","Orphan_DD","bHLH_DD","HB_DD","C2C2gata_DD","HMG_DD","GRF_DD","C2H2_DD"
"440","NO_DESCRIPTION","DD","AT2G02950","AT2G02950","AT2G02950",NA,"pos",1,1,3,0,1,2,4,0,3,0,1,4,1,1,3,0,1,1,0,1,0,0,0
"441","DNA-binding, integrase-type;DNA-binding, integrase-type","UU","AT3G54320","AT3G54320","AT3G54320","AP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","X8","DD","AT1G78520","AT1G78520","AT1G78520",NA,"pos",1,0,3,1,1,1,3,0,0,0,0,2,0,1,3,0,1,0,0,1,1,1,1
"443","Xyloglucan endotransglucosylase/hydrolase","UU","AT4G25810","AT4G25810","AT4G25810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Protein of unknown function wound-induced","UU","AT4G05070","AT4G05070","AT4G05070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Oxoglutarate/iron-dependent oxygenase","UU","AT1G48700","AT1G48700","AT1G48700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","SSF47473","UU","AT1G21550","AT1G21550","AT1G21550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","F-box domain, Skp2-like;F-box associated interaction domain","DD","AT2G43445","AT2G43445","AT2G43445",NA,"pos",1,1,4,0,1,1,2,0,0,1,1,4,0,0,2,3,1,1,0,0,0,0,0
"448","Thioredoxin-like fold","UU","AT1G65980","AT1G65980","AT1G65980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Glycoside hydrolase, catalytic core","UU","AT4G27830","AT4G27830","AT4G27830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","NO_DESCRIPTION","UU","AT1G30475","AT1G30475","AT1G30475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","SSF53474","UU","AT1G68620","AT1G68620","AT1G68620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Zinc finger, C2H2-like;Zinc finger, C2H2-like;Zinc finger, C2H2-like","DD","AT1G02030","AT1G02030","AT1G02030","C2H2","pos",2,2,4,1,0,2,6,1,4,1,0,2,1,1,1,0,2,2,1,1,1,1,1
"453","Homeodomain-like;Homeodomain-like","DD","AT1G18710","AT1G18710","AT1G18710","MYB","pos",2,2,5,1,1,2,3,0,4,0,1,6,2,1,6,1,0,1,0,0,1,1,0
"454","SSF55315;SSF75217","UU","AT4G38020","AT4G38020","AT4G38020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Protein of unknown function DUF547","DD","AT4G37080","AT4G37080","AT4G37080",NA,"pos",1,1,3,0,1,3,4,0,1,0,0,7,1,0,0,0,2,0,1,1,0,0,1
"456","Haemerythrin/HHE cation-binding motif;Zinc finger, CHY-type;SSF57850","DD","AT1G74770","AT1G74770","AT1G74770",NA,"pos",2,1,2,1,0,1,3,0,0,0,0,5,0,1,2,1,1,1,0,1,1,0,1
"457","Peptidase M41, FtsH","UU","AT2G26140","AT2G26140","AT2G26140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Transcriptional factor B3","DD","AT2G46870","AT2G46870","AT2G46870","B3","pos",1,1,4,1,1,2,3,1,3,1,0,7,1,0,1,0,1,0,0,1,1,0,0
"459","NOVEL00179","DD","AT2G24762","AT2G24762","AT2G24762",NA,"pos",2,1,4,1,1,3,1,1,0,0,0,7,1,1,2,0,3,1,1,1,1,1,1
"460","Oxysterol-binding protein","DD","AT4G25850","AT4G25850","AT4G25850",NA,"pos",3,1,1,1,1,3,5,0,1,1,2,5,1,1,2,2,1,2,1,1,0,1,0
"461","Asymmetric leaves, AS2/LOB","DD","AT5G66870","AT5G66870","AT5G66870","LBD","pos",2,2,2,0,1,3,3,1,3,1,1,5,1,0,1,1,1,0,1,1,0,0,1
"462","Hus1-like protein","DD","AT1G52530","AT1G52530","AT1G52530",NA,"pos",2,1,3,0,1,2,3,1,1,0,0,2,1,0,0,1,3,1,0,0,0,1,1
"463","NOVEL00183;Cellulose synthase;Cellulose synthase","DD","AT2G32540","AT2G32540","AT2G32540",NA,"pos",2,0,2,1,0,1,4,0,2,1,0,7,1,1,3,1,1,0,1,1,1,0,1
"464","SSF52402","DD","AT3G62550","AT3G62550","AT3G62550",NA,"pos",2,2,4,0,1,1,1,1,3,0,1,1,1,1,2,2,2,1,0,1,0,0,1
"465","Homeodomain-like","UU","AT5G37260","AT5G37260","AT5G37260","MYB_related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","SSF53474","DD","AT1G17430","AT1G17430","AT1G17430",NA,"pos",3,1,2,1,1,2,4,1,1,0,0,4,1,1,2,2,3,0,0,1,0,0,1
"467","NO_DESCRIPTION","UU","AT4G19430","AT4G19430","AT4G19430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Nucleic acid-binding, OB-fold-like;SSF52540","UU","AT1G67460","AT1G67460","AT1G67460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Chaperonin Cpn60/TCP-1","UU","AT3G13470","AT3G13470","AT3G13470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","SSF81324;RmlC-like jelly roll fold","DD","AT2G46450","AT2G46450","AT2G46450",NA,"pos",0,2,3,1,1,1,4,1,4,0,0,5,2,1,6,0,1,1,1,1,1,0,1
"471","F-box domain, Skp2-like;Galactose oxidase/kelch, beta-propeller","DD","AT1G23390","AT1G23390","AT1G23390",NA,"pos",0,0,5,1,0,3,4,1,1,1,1,7,2,0,2,1,2,1,1,0,0,1,1
"472","Homeodomain-like;Homeodomain-like","DD","AT1G56650","AT1G56650","AT1G56650","MYB","pos",3,1,3,2,0,1,3,0,3,0,1,1,0,1,1,2,2,1,0,1,0,1,0
"473","Pyridoxal phosphate-dependent transferase, major domain","DD","AT1G34060","AT1G34060","AT1G34060",NA,"pos",1,0,2,0,0,0,1,1,2,0,0,1,0,0,4,1,1,1,0,0,0,0,0
"474","Agenet;Tudor-like, plant;Tudor-like, plant;Tudor-like, plant;Tudor-like, plant;Tudor-like, plant","DD","AT3G06520","AT3G06520","AT3G06520",NA,"pos",0,0,4,1,1,1,1,0,0,1,1,2,0,1,3,0,3,2,0,0,0,1,1
"475","Thioredoxin-like fold;Glutathione S-transferase, C-terminal-like","UU","AT2G29450","AT2G29450","AT2G29450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","ZF-HD homeobox protein, Cys/His-rich dimerisation domain;Homeobox domain, ZF-HD class","DD","AT1G14687","AT1G14687","AT1G14687","ZF-HD","pos",0,1,2,1,1,1,4,1,2,1,1,5,2,2,1,1,2,0,1,1,0,1,0
"477","Helix-loop-helix DNA-binding domain","DD","AT5G39860","AT5G39860","AT5G39860","bHLH","pos",0,0,3,1,1,1,4,0,1,1,1,5,1,0,2,1,3,0,0,1,0,0,0
"478","CheY-like;CCT domain","UU","AT5G02810","AT5G02810","AT5G02810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Sodium/sulphate symporter","DD","AT5G47560","AT5G47560","AT5G47560",NA,"pos",3,1,2,0,0,1,4,1,3,1,1,5,1,2,2,0,2,1,0,1,0,1,1
"480","SSF57667","DD","AT1G80730","AT1G80730","AT1G80730","C2H2","pos",1,1,3,1,1,1,3,0,3,0,1,7,1,0,6,2,1,0,1,1,0,0,0
"481","Transcription factor, WRKY group Iie","DD","AT2G34830","AT2G34830","AT2G34830","WRKY","pos",2,1,4,2,1,1,1,0,2,1,1,4,1,1,2,1,1,2,0,1,0,0,0
"482","Protein of unknown function DUF23","DD","AT5G40720","AT5G40720","AT5G40720",NA,"pos",1,1,4,1,1,2,2,1,1,1,0,3,2,0,2,0,1,1,1,0,1,1,1
"483","Protein of unknown function DUF716","DD","AT1G49470","AT1G49470","AT1G49470",NA,"pos",1,1,5,1,1,1,4,1,0,1,0,5,2,0,3,2,1,1,0,1,1,0,1
"484","PTHR12902","DD","AT2G34150","AT2G34150","AT2G34150",NA,"pos",2,1,4,0,1,1,3,0,2,1,1,6,1,0,3,0,2,2,1,1,0,0,0
"485","Homeodomain-like;Homeodomain-like","DD","AT1G63910","AT1G63910","AT1G63910","MYB","pos",3,1,3,1,1,3,5,1,3,0,0,5,1,0,2,0,1,0,0,0,0,1,1
"486","ATPase, V1/A1 complex, subunit E","UU","AT1G64200","AT1G64200","AT1G64200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","SSF53474","DD","AT5G23530","AT5G23530","AT5G23530",NA,"pos",1,1,1,0,0,1,3,0,1,1,1,4,0,1,3,2,1,1,0,0,0,0,0
"488","HSP20-like chaperone","UU","AT1G54050","AT1G54050","AT1G54050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","NO_DESCRIPTION","DD","AT5G19190","AT5G19190","AT5G19190",NA,"pos",4,0,4,1,1,0,1,0,0,0,0,4,1,0,5,1,3,1,1,0,1,0,1
"490","SSF57667","DD","AT1G66140","AT1G66140","AT1G66140","C2H2","pos",1,1,5,2,1,2,3,0,0,1,0,5,1,0,1,1,2,2,1,0,0,0,0
"491","SSF81324;RmlC-like jelly roll fold","DD","AT5G14870","AT5G14870","AT5G14870",NA,"pos",3,2,3,1,1,2,4,1,1,0,0,4,2,1,3,2,2,0,1,0,0,1,0
"492","DNA-binding, integrase-type","UU","AT5G61600","AT5G61600","AT5G61600","ERF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Ankyrin repeat-containing domain;Zinc finger, CCCH-type","UU","AT2G40140","AT2G40140","AT2G40140","C3H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","C2 calcium/lipid-binding domain, CaLB","UU","AT3G61190","AT3G61190","AT3G61190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","SSF57850","UU","AT5G58787","AT5G58787","AT5G58787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","NOVEL00237","UU","AT4G29770","AT4G29770","AT4G29770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","SSF54403","UU","AT4G16500","AT4G16500","AT4G16500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","PTHR22930","UU","AT4G29780","AT4G29780","AT4G29780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Homeodomain-like","DD","AT2G30424","AT2G30424","AT2G30424","MYB_related","pos",2,2,3,1,1,1,5,0,2,0,0,7,1,0,2,1,2,0,0,1,1,0,1
"500","Zinc finger, RING/FYVE/PHD-type","DD","AT2G37950","AT2G37950","AT2G37950",NA,"pos",1,1,6,1,1,2,5,0,2,0,1,6,2,0,0,2,1,0,0,1,0,0,1
"501","SSF52540","UU","AT1G07410","AT1G07410","AT1G07410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","NO_DESCRIPTION","DD","AT5G49280","AT5G49280","AT5G49280",NA,"pos",2,0,4,0,1,3,5,1,2,1,2,4,2,1,6,3,0,2,1,1,1,0,0
"503","SSF51197","DD","AT3G51240","AT3G51240","AT3G51240",NA,"pos",1,1,5,0,1,3,0,1,2,1,0,6,1,0,1,1,3,2,0,1,0,1,0
"504","Homeodomain-like;Homeodomain-like","DD","AT5G03680","AT5G03680","AT5G03680","Trihelix","pos",2,1,4,1,1,2,3,0,0,1,1,4,1,0,1,2,0,1,1,1,0,1,1
"505","SSF52047;SSF52058;Protein kinase-like domain","DD","AT4G26540","AT4G26540","AT4G26540",NA,"pos",3,0,3,0,1,1,4,1,1,1,0,6,0,0,2,1,1,0,0,1,1,1,1
"506","HSP20-like chaperone","UU","AT1G07400","AT1G07400","AT1G07400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","WD40/YVTN repeat-like-containing domain","DD","AT5G52250","AT5G52250","AT5G52250",NA,"pos",3,0,5,0,1,2,4,1,2,0,0,5,1,1,6,1,1,1,1,1,1,0,1
"508","Phosphoglycerate kinase","UU","AT1G79550","AT1G79550","AT1G79550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Zinc finger, CCCH-type;Zinc finger, CCCH-type","DD","AT2G25900","AT2G25900","AT2G25900","C3H","pos",1,1,4,1,1,3,5,0,0,1,1,7,1,1,2,2,0,1,0,1,0,1,1
"510","Pectinesterase inhibitor;Pectin lyase fold/virulence factor","DD","AT1G23200","AT1G23200","AT1G23200",NA,"pos",4,1,4,1,1,1,3,0,4,0,0,2,1,1,4,1,1,0,0,1,1,1,0
"511","SSF54928;SSF54928","UU","AT2G18510","AT2G18510","AT2G18510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","SSF48452;Heat shock chaperonin-binding","UU","AT4G22670","AT4G22670","AT4G22670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","ATPase, AAA+ type, core;NOVEL00188;ABC-2 type transporter;NOVEL00189","DD","AT3G55130","AT3G55130","AT3G55130",NA,"pos",3,1,6,1,1,1,3,0,4,1,0,4,1,1,1,1,0,0,1,1,1,1,1
"514","Xyloglucan endotransglucosylase/hydrolase","DD","AT3G23730","AT3G23730","AT3G23730",NA,"pos",3,1,3,0,0,3,2,0,2,1,0,2,2,0,0,2,2,1,0,1,0,0,1
"515","Heat shock protein DnaJ, N-terminal;HSP40/DnaJ peptide-binding;Heat shock protein DnaJ, cysteine-rich domain;HSP40/DnaJ peptide-binding","UU","AT3G44110","AT3G44110","AT3G44110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","NO_DESCRIPTION","DD","AT1G22065","AT1G22065","AT1G22065",NA,"pos",1,0,4,1,1,3,5,0,4,0,0,4,1,1,3,2,3,0,1,1,1,0,1
"517","Eukaryotic molybdopterin oxidoreductase","DD","AT1G37130","AT1G37130","AT1G37130",NA,"pos",1,1,5,1,1,3,3,0,2,1,2,6,1,1,0,2,0,1,1,0,1,1,1
"518","Chaperone protein htpG","UU","AT5G56030","AT5G56030","AT5G56030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Lipocalin, ApoD type","UU","AT5G58070","AT5G58070","AT5G58070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","NO_DESCRIPTION","UU","AT3G50800","AT3G50800","AT3G50800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","NO_DESCRIPTION","DD","AT2G12461","AT2G12461","AT2G12461",NA,"pos",0,0,2,0,0,1,1,1,3,1,0,0,0,0,1,3,0,0,0,1,1,1,1
"522","Transcription factor IIS, N-terminal","UU","AT3G10820","AT3G10820","AT3G10820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Armadillo-type fold","UU","AT3G02840","AT3G02840","AT3G02840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","SSF57850","DD","AT5G20885","AT5G20885","AT5G20885",NA,"pos",1,1,4,1,1,3,2,1,1,1,1,2,2,0,4,2,0,1,1,1,0,1,1
"525","SSF57889;SSF57889;SSF57889;SSF57889","DD","AT1G55380","AT1G55380","AT1G55380",NA,"pos",2,1,2,0,1,2,1,0,0,0,0,6,2,0,5,2,2,2,1,0,0,0,1
"526","Transcription factor, MADS-box","DD","AT5G60440","AT5G60440","AT5G60440","M-type_MADS","pos",3,2,4,1,0,3,4,1,1,1,2,7,2,0,0,0,2,0,1,1,0,0,0
"527","Peptidoglycan binding-like;SSF55486","DD","AT4G16640","AT4G16640","AT4G16640",NA,"pos",1,1,3,1,1,3,4,0,1,0,0,6,1,0,2,1,1,1,0,1,0,1,0
"528","Homeodomain-like","DD","AT1G19510","AT1G19510","AT1G19510","MYB_related","pos",0,1,4,0,1,2,5,0,2,1,1,4,1,0,3,2,1,1,1,0,0,0,0
"529","Protein of unknown function DUF584","DD","AT4G26950","AT4G26950","AT4G26950",NA,"pos",3,0,3,1,1,1,2,1,3,1,0,6,1,0,3,1,2,2,0,1,0,1,1
"530","Protein of unknown function DUF775","UU","AT1G66080","AT1G66080","AT1G66080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Zinc finger, C2H2-like;PTHR10593","DD","AT5G03150","AT5G03150","AT5G03150","C2H2","pos",2,0,3,1,1,3,3,1,2,0,0,4,2,1,0,0,2,1,1,1,0,1,0
"532","SSF69593","UU","AT3G18850","AT3G18850","AT3G18850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","NO_DESCRIPTION","UU","AT1G07500","AT1G07500","AT1G07500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Chaperone protein htpG","UU","AT5G56010","AT5G56010","AT5G56010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","NOVEL00002;Protein of unknown function DUF231, plant","DD","AT1G01430","AT1G01430","AT1G01430",NA,"pos",2,0,4,0,1,3,2,0,1,0,0,7,1,0,2,2,0,0,0,1,1,1,0
"536","SSF53067;SSF53067;SSF100920;SSF100934","UU","AT1G16030","AT1G16030","AT1G16030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","SSF53756","UU","AT2G29740","AT2G29740","AT2G29740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","SSF57850","UU","AT5G27420","AT5G27420","AT5G27420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","DNA-binding, integrase-type","DD","AT2G35700","AT2G35700","AT2G35700","ERF","pos",2,1,2,1,0,1,4,0,1,1,1,3,0,0,3,1,1,0,0,0,0,0,1
"540","L-Aspartase-like","DD","AT2G37040","AT2G37040","AT2G37040",NA,"pos",1,1,6,1,1,3,4,0,3,1,0,7,1,0,3,1,3,1,1,1,1,1,1
"541","PS51257;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat;Pentatricopeptide repeat","UU","AT2G45350","AT2G45350","AT2G45350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Protein kinase-like domain","UU","AT1G72540","AT1G72540","AT1G72540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","S-adenosylmethionine synthetase","DD","AT3G17390","AT3G17390","AT3G17390",NA,"pos",2,2,2,1,1,2,0,1,0,0,0,2,0,0,3,2,1,1,0,1,1,1,0
"544","Auxin responsive SAUR protein","UU","AT1G75580","AT1G75580","AT1G75580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","DNA-binding, integrase-type;NOVEL00236","UU","AT4G25470","AT4G25470","AT4G25470","ERF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","O-acyltransferase, WSD1, N-terminal;O-acyltransferase, WSD1, C-terminal","DD","AT3G49210","AT3G49210","AT3G49210",NA,"pos",1,1,5,2,1,2,4,1,1,0,1,7,2,0,1,1,2,0,1,1,0,0,0
"547","Protein of unknown function DUF1399","DD","AT4G37682","AT4G37682","AT4G37682",NA,"pos",1,1,3,1,1,0,3,0,0,0,0,4,0,0,3,1,1,1,0,1,0,1,1
"548","SSF82199","UU","AT2G17900","AT2G17900","AT2G17900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","NO_DESCRIPTION","UU","AT5G66052","AT5G66052","AT5G66052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","NO_DESCRIPTION","UU","AT5G66053","AT5G66053","AT5G66053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","SSF57889;SSF57889;SSF57889;SSF57889","DD","AT1G55390","AT1G55390","AT1G55390",NA,"pos",1,1,2,2,1,2,3,0,3,1,1,6,1,1,4,1,0,2,1,1,0,1,0
"552","NO_DESCRIPTION","UU","AT2G21640","AT2G21640","AT2G21640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","SSF48452","UU","AT5G27460","AT5G27460","AT5G27460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","YTH domain","UU","AT3G17330","AT3G17330","AT3G17330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","SSF54928;SSF54928","UU","AT1G09140","AT1G09140","AT1G09140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","NO_DESCRIPTION","UU","AT3G07150","AT3G07150","AT3G07150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","NO_DESCRIPTION","UU","AT4G33660","AT4G33660","AT4G33660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Transcription factor, WRKY group Iie","DD","AT1G30650","AT1G30650","AT1G30650","WRKY","pos",1,1,2,0,0,3,3,0,2,1,0,6,2,2,0,1,2,0,1,1,1,0,1
"559","Regulator of chromosome condensation/beta-lactamase-inhibitor protein II","UU","AT3G53830","AT3G53830","AT3G53830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Plant disease resistance response protein","UU","AT1G58170","AT1G58170","AT1G58170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Uncharacterised protein family, basic secretory protein","DD","AT2G42900","AT2G42900","AT2G42900",NA,"pos",3,0,1,0,0,1,0,0,2,1,2,2,0,1,2,3,2,1,0,0,1,0,1
"562","HSP20-like chaperone","UU","AT1G53540","AT1G53540","AT1G53540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Zinc finger, RING/FYVE/PHD-type;Protein of unknown function DUF3675","UU","AT3G47550","AT3G47550","AT3G47550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","SSF103481;SSF103481","DD","AT5G40210","AT5G40210","AT5G40210",NA,"pos",0,1,5,0,1,3,3,0,1,1,0,5,1,1,4,2,2,2,0,0,1,0,0
"565","F-box domain, Skp2-like;F-box associated interaction domain","UU","AT1G11270","AT1G11270","AT1G11270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
